    0.00  4.1741E-01 -5.0253E-02  7.6057E-01  7.5844E-01  2.4621E-02  7.6197E-01
    0.00  4.1338E-01 -5.4506E-02  7.5700E-01  7.5447E-01  2.6706E-02  7.5666E-01
    0.00  4.0926E-01 -5.8900E-02  7.5325E-01  7.5028E-01  2.8859E-02  7.5107E-01
    0.00  4.0505E-01 -6.3429E-02  7.4934E-01  7.4587E-01  3.1078E-02  7.4518E-01
    0.00  4.0077E-01 -6.8087E-02  7.4525E-01  7.4122E-01  3.3359E-02  7.3900E-01
    0.00  3.9642E-01 -7.2868E-02  7.4099E-01  7.3633E-01  3.5698E-02  7.3252E-01
    0.00  3.9201E-01 -7.7766E-02  7.3655E-01  7.3120E-01  3.8091E-02  7.2573E-01
    0.00  3.8755E-01 -8.2772E-02  7.3195E-01  7.2583E-01  4.0535E-02  7.1863E-01
    0.00  3.8304E-01 -8.7880E-02  7.2716E-01  7.2020E-01  4.3025E-02  7.1121E-01
    0.00  3.7850E-01 -9.3081E-02  7.2221E-01  7.1431E-01  4.5557E-02  7.0347E-01
    0.00  3.7394E-01 -9.8367E-02  7.1707E-01  7.0816E-01  4.8125E-02  6.9540E-01
    0.00  3.6935E-01 -1.0373E-01  7.1176E-01  7.0174E-01  5.0724E-02  6.8700E-01
    0.00  3.6475E-01 -1.0916E-01  7.0628E-01  6.9505E-01  5.3349E-02  6.7827E-01
    0.00  3.6014E-01 -1.1465E-01  7.0063E-01  6.8808E-01  5.5994E-02  6.6921E-01
    0.00  3.5554E-01 -1.2019E-01  6.9480E-01  6.8083E-01  5.8653E-02  6.5980E-01
    0.00  3.5095E-01 -1.2576E-01  6.8880E-01  6.7330E-01  6.1320E-02  6.5005E-01
    0.00  3.4637E-01 -1.3137E-01  6.8263E-01  6.6548E-01  6.3989E-02  6.3997E-01
    0.00  3.4182E-01 -1.3699E-01  6.7630E-01  6.5738E-01  6.6651E-02  6.2954E-01
    0.00  3.3729E-01 -1.4261E-01  6.6980E-01  6.4898E-01  6.9302E-02  6.1878E-01
    0.00  3.3280E-01 -1.4824E-01  6.6315E-01  6.4030E-01  7.1933E-02  6.0768E-01
    0.00  3.2835E-01 -1.5384E-01  6.5634E-01  6.3132E-01  7.4536E-02  5.9624E-01
    0.00  3.2395E-01 -1.5942E-01  6.4937E-01  6.2205E-01  7.7106E-02  5.8448E-01
    0.00  3.1960E-01 -1.6496E-01  6.4227E-01  6.1250E-01  7.9633E-02  5.7239E-01
    0.00  3.1530E-01 -1.7045E-01  6.3502E-01  6.0265E-01  8.2110E-02  5.5998E-01
    0.00  3.1107E-01 -1.7588E-01  6.2764E-01  5.9252E-01  8.4529E-02  5.4726E-01
    0.00  3.0690E-01 -1.8123E-01  6.2013E-01  5.8211E-01  8.6883E-02  5.3423E-01
    0.00  3.0280E-01 -1.8649E-01  6.1251E-01  5.7142E-01  8.9163E-02  5.2092E-01
    0.00  2.9877E-01 -1.9166E-01  6.0477E-01  5.6045E-01  9.1361E-02  5.0732E-01
    0.00  2.9481E-01 -1.9671E-01  5.9693E-01  5.4922E-01  9.3471E-02  4.9345E-01
    0.00  2.9094E-01 -2.0165E-01  5.8900E-01  5.3773E-01  9.5483E-02  4.7933E-01
    0.00  2.8715E-01 -2.0646E-01  5.8098E-01  5.2599E-01  9.7390E-02  4.6497E-01
    0.00  2.8344E-01 -2.1112E-01  5.7289E-01  5.1400E-01  9.9187E-02  4.5038E-01
    0.00  2.7982E-01 -2.1563E-01  5.6474E-01  5.0178E-01  1.0086E-01  4.3558E-01
    0.00  2.7629E-01 -2.1998E-01  5.5654E-01  4.8933E-01  1.0242E-01  4.2059E-01
    0.00  2.7284E-01 -2.2415E-01  5.4830E-01  4.7667E-01  1.0384E-01  4.0542E-01
    0.00  2.6949E-01 -2.2815E-01  5.4003E-01  4.6380E-01  1.0512E-01  3.9011E-01
    0.00  2.6623E-01 -2.3196E-01  5.3174E-01  4.5074E-01  1.0626E-01  3.7467E-01
    0.00  2.6307E-01 -2.3557E-01  5.2346E-01  4.3751E-01  1.0725E-01  3.5911E-01
    0.00  2.5999E-01 -2.3898E-01  5.1518E-01  4.2411E-01  1.0808E-01  3.4347E-01
    0.00  2.5702E-01 -2.4218E-01  5.0694E-01  4.1055E-01  1.0876E-01  3.2777E-01
    0.00  2.5413E-01 -2.4517E-01  4.9873E-01  3.9686E-01  1.0929E-01  3.1202E-01
    0.00  2.5134E-01 -2.4795E-01  4.9057E-01  3.8304E-01  1.0964E-01  2.9626E-01
    0.00  2.4865E-01 -2.5050E-01  4.8248E-01  3.6912E-01  1.0984E-01  2.8050E-01
    0.00  2.4605E-01 -2.5282E-01  4.7446E-01  3.5510E-01  1.0986E-01  2.6478E-01
    0.00  2.4354E-01 -2.5492E-01  4.6655E-01  3.4100E-01  1.0972E-01  2.4911E-01
    0.00  2.4112E-01 -2.5679E-01  4.5873E-01  3.2684E-01  1.0941E-01  2.3353E-01
    0.00  2.3880E-01 -2.5844E-01  4.5104E-01  3.1263E-01  1.0894E-01  2.1804E-01
    0.00  2.3657E-01 -2.5986E-01  4.4348E-01  2.9838E-01  1.0830E-01  2.0268E-01
    0.00  2.3442E-01 -2.6105E-01  4.3607E-01  2.8411E-01  1.0750E-01  1.8748E-01
    0.00  2.3237E-01 -2.6201E-01  4.2881E-01  2.6983E-01  1.0653E-01  1.7244E-01
    0.00  2.3040E-01 -2.6276E-01  4.2172E-01  2.5556E-01  1.0541E-01  1.5760E-01
    0.00  2.2852E-01 -2.6328E-01  4.1482E-01  2.4130E-01  1.0414E-01  1.4297E-01
    0.00  2.2672E-01 -2.6359E-01  4.0811E-01  2.2708E-01  1.0272E-01  1.2857E-01
    0.00  2.2501E-01 -2.6369E-01  4.0160E-01  2.1291E-01  1.0115E-01  1.1443E-01
    0.00  2.2338E-01 -2.6359E-01  3.9530E-01  1.9878E-01  9.9449E-02  1.0056E-01
    0.00  2.2182E-01 -2.6328E-01  3.8923E-01  1.8473E-01  9.7615E-02  8.6974E-02
    0.00  2.2035E-01 -2.6278E-01  3.8339E-01  1.7075E-01  9.5656E-02  7.3691E-02
    0.00  2.1895E-01 -2.6209E-01  3.7778E-01  1.5685E-01  9.3580E-02  6.0725E-02
    0.00  2.1762E-01 -2.6122E-01  3.7242E-01  1.4305E-01  9.1393E-02  4.8088E-02
    0.00  2.1637E-01 -2.6018E-01  3.6732E-01  1.2935E-01  8.9104E-02  3.5791E-02
    0.00  2.1519E-01 -2.5896E-01  3.6247E-01  1.1576E-01  8.6721E-02  2.3846E-02
    0.00  2.1408E-01 -2.5759E-01  3.5789E-01  1.0228E-01  8.4251E-02  1.2261E-02
    0.00  2.1304E-01 -2.5606E-01  3.5358E-01  8.8928E-02  8.1704E-02  1.0443E-03
    0.00  2.1206E-01 -2.5438E-01  3.4953E-01  7.5698E-02  7.9087E-02 -9.7985E-03
    0.00  2.1115E-01 -2.5257E-01  3.4577E-01  6.2597E-02  7.6410E-02 -2.0262E-02
    0.00  2.1030E-01 -2.5062E-01  3.4228E-01  4.9630E-02  7.3681E-02 -3.0342E-02
    0.00  2.0951E-01 -2.4854E-01  3.3908E-01  3.6799E-02  7.0908E-02 -4.0036E-02
    0.00  2.0877E-01 -2.4635E-01  3.3615E-01  2.4107E-02  6.8101E-02 -4.9343E-02
    0.00  2.0810E-01 -2.4404E-01  3.3351E-01  1.1556E-02  6.5267E-02 -5.8261E-02
    0.00  2.0748E-01 -2.4162E-01  3.3115E-01 -8.5383E-04  6.2416E-02 -6.6792E-02
    0.00  2.0692E-01 -2.3911E-01  3.2907E-01 -1.3121E-02  5.9554E-02 -7.4937E-02
    0.00  2.0641E-01 -2.3650E-01  3.2728E-01 -2.5245E-02  5.6690E-02 -8.2698E-02
    0.00  2.0595E-01 -2.3381E-01  3.2576E-01 -3.7226E-02  5.3832E-02 -9.0079E-02
    0.00  2.0555E-01 -2.3103E-01  3.2452E-01 -4.9064E-02  5.0987E-02 -9.7085E-02
    0.00  2.0519E-01 -2.2817E-01  3.2355E-01 -6.0759E-02  4.8163E-02 -1.0372E-01
    0.00  2.0487E-01 -2.2524E-01  3.2286E-01 -7.2314E-02  4.5366E-02 -1.0999E-01
    0.00  2.0461E-01 -2.2224E-01  3.2243E-01 -8.3728E-02  4.2602E-02 -1.1590E-01
    0.00  2.0439E-01 -2.1918E-01  3.2227E-01 -9.5002E-02  3.9878E-02 -1.2146E-01
    0.00  2.0421E-01 -2.1606E-01  3.2236E-01 -1.0614E-01  3.7199E-02 -1.2667E-01
    0.00  2.0407E-01 -2.1289E-01  3.2271E-01 -1.1714E-01  3.4572E-02 -1.3154E-01
    0.00  2.0398E-01 -2.0966E-01  3.2331E-01 -1.2800E-01  3.2000E-02 -1.3609E-01
    0.00  2.0392E-01 -2.0639E-01  3.2416E-01 -1.3874E-01  2.9489E-02 -1.4032E-01
    0.00  2.0390E-01 -2.0307E-01  3.2524E-01 -1.4933E-01  2.7043E-02 -1.4423E-01
    0.00  2.0393E-01 -1.9971E-01  3.2655E-01 -1.5980E-01  2.4666E-02 -1.4785E-01
    0.00  2.0398E-01 -1.9631E-01  3.2809E-01 -1.7014E-01  2.2361E-02 -1.5117E-01
    0.00  2.0408E-01 -1.9287E-01  3.2984E-01 -1.8035E-01  2.0132E-02 -1.5420E-01
    0.00  2.0420E-01 -1.8940E-01  3.3181E-01 -1.9043E-01  1.7981E-02 -1.5697E-01
    0.00  2.0436E-01 -1.8590E-01  3.3399E-01 -2.0039E-01  1.5910E-02 -1.5947E-01
    0.00  2.0455E-01 -1.8237E-01  3.3636E-01 -2.1022E-01  1.3921E-02 -1.6171E-01
    0.00  2.0478E-01 -1.7881E-01  3.3892E-01 -2.1993E-01  1.2017E-02 -1.6371E-01
    0.00  2.0503E-01 -1.7523E-01  3.4166E-01 -2.2951E-01  1.0198E-02 -1.6547E-01
    0.00  2.0532E-01 -1.7163E-01  3.4457E-01 -2.3897E-01  8.4650E-03 -1.6701E-01
    0.00  2.0563E-01 -1.6800E-01  3.4765E-01 -2.4831E-01  6.8190E-03 -1.6834E-01
    0.00  2.0597E-01 -1.6436E-01  3.5089E-01 -2.5752E-01  5.2601E-03 -1.6946E-01
    0.00  2.0633E-01 -1.6070E-01  3.5428E-01 -2.6661E-01  3.7884E-03 -1.7038E-01
    0.00  2.0672E-01 -1.5703E-01  3.5781E-01 -2.7558E-01  2.4035E-03 -1.7112E-01
    0.00  2.0714E-01 -1.5334E-01  3.6147E-01 -2.8443E-01  1.1048E-03 -1.7167E-01
    0.00  2.0758E-01 -1.4965E-01  3.6526E-01 -2.9315E-01 -1.0843E-04 -1.7206E-01
    0.00  2.0804E-01 -1.4595E-01  3.6916E-01 -3.0174E-01 -1.2373E-03 -1.7229E-01
    0.00  2.0852E-01 -1.4224E-01  3.7318E-01 -3.1021E-01 -2.2831E-03 -1.7237E-01
    0.00  2.0902E-01 -1.3852E-01  3.7729E-01 -3.1856E-01 -3.2473E-03 -1.7231E-01
    0.00  2.0954E-01 -1.3481E-01  3.8149E-01 -3.2678E-01 -4.1315E-03 -1.7211E-01
    0.00  2.1009E-01 -1.3109E-01  3.8577E-01 -3.3487E-01 -4.9378E-03 -1.7179E-01
    0.00  2.1065E-01 -1.2738E-01  3.9012E-01 -3.4284E-01 -5.6680E-03 -1.7135E-01
    0.00  2.1122E-01 -1.2367E-01  3.9455E-01 -3.5067E-01 -6.3243E-03 -1.7080E-01
    0.00  2.1181E-01 -1.1997E-01  3.9903E-01 -3.5837E-01 -6.9091E-03 -1.7015E-01
    0.00  2.1242E-01 -1.1628E-01  4.0355E-01 -3.6594E-01 -7.4247E-03 -1.6940E-01
    0.00  2.1304E-01 -1.1260E-01  4.0812E-01 -3.7338E-01 -7.8737E-03 -1.6857E-01
    0.00  2.1367E-01 -1.0894E-01  4.1273E-01 -3.8069E-01 -8.2586E-03 -1.6765E-01
    0.00  2.1431E-01 -1.0529E-01  4.1736E-01 -3.8786E-01 -8.5821E-03 -1.6666E-01
    0.00  2.1497E-01 -1.0166E-01  4.2200E-01 -3.9489E-01 -8.8469E-03 -1.6561E-01
    0.00  2.1563E-01 -9.8056E-02  4.2666E-01 -4.0178E-01 -9.0558E-03 -1.6449E-01
    0.00  2.1630E-01 -9.4476E-02  4.3132E-01 -4.0854E-01 -9.2117E-03 -1.6332E-01
    0.00  2.1698E-01 -9.0923E-02  4.3597E-01 -4.1516E-01 -9.3173E-03 -1.6210E-01
    0.00  2.1766E-01 -8.7401E-02  4.4061E-01 -4.2163E-01 -9.3754E-03 -1.6083E-01
    0.00  2.1835E-01 -8.3911E-02  4.4524E-01 -4.2796E-01 -9.3890E-03 -1.5953E-01
    0.00  2.1904E-01 -8.0458E-02  4.4983E-01 -4.3415E-01 -9.3609E-03 -1.5820E-01
    0.00  2.1974E-01 -7.7044E-02  4.5440E-01 -4.4020E-01 -9.2938E-03 -1.5683E-01
    0.00  2.2044E-01 -7.3671E-02  4.5893E-01 -4.4610E-01 -9.1906E-03 -1.5545E-01
    0.00  2.2113E-01 -7.0342E-02  4.6341E-01 -4.5185E-01 -9.0541E-03 -1.5405E-01
    0.00  2.2183E-01 -6.7061E-02  4.6785E-01 -4.5746E-01 -8.8869E-03 -1.5264E-01
    0.00  2.2252E-01 -6.3829E-02  4.7222E-01 -4.6291E-01 -8.6917E-03 -1.5121E-01
    0.00  2.2322E-01 -6.0650E-02  4.7654E-01 -4.6823E-01 -8.4713E-03 -1.4979E-01
    0.00  2.2390E-01 -5.7527E-02  4.8079E-01 -4.7339E-01 -8.2281E-03 -1.4836E-01
    0.00  2.2459E-01 -5.4461E-02  4.8497E-01 -4.7840E-01 -7.9647E-03 -1.4694E-01
    0.00  2.2526E-01 -5.1457E-02  4.8907E-01 -4.8326E-01 -7.6835E-03 -1.4552E-01
    0.00  2.2593E-01 -4.8515E-02  4.9309E-01 -4.8797E-01 -7.3869E-03 -1.4411E-01
    0.00  2.2659E-01 -4.5640E-02  4.9702E-01 -4.9254E-01 -7.0772E-03 -1.4272E-01
    0.00  2.2724E-01 -4.2833E-02  5.0086E-01 -4.9695E-01 -6.7567E-03 -1.4135E-01
    0.00  2.2788E-01 -4.0096E-02  5.0461E-01 -5.0121E-01 -6.4275E-03 -1.3999E-01
    0.00  2.2851E-01 -3.7434E-02  5.0825E-01 -5.0531E-01 -6.0917E-03 -1.3866E-01
    0.00  2.2913E-01 -3.4846E-02  5.1180E-01 -5.0927E-01 -5.7513E-03 -1.3736E-01
    0.00  2.2973E-01 -3.2337E-02  5.1524E-01 -5.1308E-01 -5.4083E-03 -1.3608E-01
    0.00  2.3032E-01 -2.9908E-02  5.1856E-01 -5.1673E-01 -5.0644E-03 -1.3484E-01
    0.00  2.3089E-01 -2.7561E-02  5.2178E-01 -5.2023E-01 -4.7216E-03 -1.3363E-01
    0.00  2.3144E-01 -2.5299E-02  5.2488E-01 -5.2359E-01 -4.3813E-03 -1.3245E-01
    0.00  2.3198E-01 -2.3123E-02  5.2786E-01 -5.2679E-01 -4.0454E-03 -1.3132E-01
    0.00  2.3250E-01 -2.1035E-02  5.3072E-01 -5.2984E-01 -3.7152E-03 -1.3022E-01
    0.00  2.3300E-01 -1.9038E-02  5.3345E-01 -5.3273E-01 -3.3923E-03 -1.2917E-01
    0.00  2.3347E-01 -1.7132E-02  5.3606E-01 -5.3548E-01 -3.0779E-03 -1.2816E-01
    0.00  2.3393E-01 -1.5319E-02  5.3854E-01 -5.3808E-01 -2.7735E-03 -1.2719E-01
    0.00  2.3437E-01 -1.3602E-02  5.4089E-01 -5.4053E-01 -2.4801E-03 -1.2627E-01
    0.00  2.3478E-01 -1.1981E-02  5.4310E-01 -5.4282E-01 -2.1990E-03 -1.2540E-01
    0.00  2.3517E-01 -1.0459E-02  5.4518E-01 -5.4497E-01 -1.9312E-03 -1.2458E-01
    0.00  2.3554E-01 -9.0353E-03  5.4713E-01 -5.4697E-01 -1.6776E-03 -1.2381E-01
    0.00  2.3588E-01 -7.7124E-03  5.4893E-01 -5.4882E-01 -1.4393E-03 -1.2310E-01
    0.00  2.3620E-01 -6.4911E-03  5.5060E-01 -5.5052E-01 -1.2170E-03 -1.2243E-01
    0.00  2.3649E-01 -5.3725E-03  5.5212E-01 -5.5207E-01 -1.0115E-03 -1.2183E-01
    0.00  2.3675E-01 -4.3576E-03  5.5351E-01 -5.5347E-01 -8.2347E-04 -1.2127E-01
    0.00  2.3699E-01 -3.4472E-03  5.5475E-01 -5.5473E-01 -6.5359E-04 -1.2078E-01
    0.00  2.3720E-01 -2.6420E-03  5.5585E-01 -5.5583E-01 -5.0239E-04 -1.2034E-01
    0.00  2.3738E-01 -1.9429E-03  5.5680E-01 -5.5679E-01 -3.7037E-04 -1.1995E-01
    0.00  2.3754E-01 -1.3502E-03  5.5761E-01 -5.5760E-01 -2.5794E-04 -1.1963E-01
    0.00  2.3767E-01 -8.6471E-04  5.5827E-01 -5.5827E-01 -1.6547E-04 -1.1936E-01
    0.00  2.3777E-01 -4.8664E-04  5.5878E-01 -5.5878E-01 -9.3245E-05 -1.1915E-01
    0.00  2.3784E-01 -2.1636E-04  5.5915E-01 -5.5915E-01 -4.1496E-05 -1.1901E-01
    0.00  2.3788E-01 -5.4101E-05  5.5937E-01 -5.5937E-01 -1.0382E-05 -1.1892E-01
    0.00  2.3789E-01 -1.3409E-15  5.5944E-01 -5.5944E-01 -2.5737E-16 -1.1889E-01
